Artist,Day,Hits,NoOfLoved,Score,Year,DayRanking
Karen O & Danger Mouse,11/4/2019,7,0,7,2019,1
Vivii,11/4/2019,6,0,6,2019,2
Little Simz,11/4/2019,4,0,4,2019,3
Little Simz; Cleo Sol,11/4/2019,4,0,8,2019,3
Nilufer Yanya,11/4/2019,4,0,4,2019,3
Prizm Prime,11/4/2019,4,0,8,2019,3
Rina Mushonga,11/4/2019,4,0,4,2019,3
Curse Of Lono,11/4/2019,0,1,20,2019,0
Karen O & Danger Mouse,12/4/2019,4,0,4,2019,1
Vivii,12/4/2019,4,0,4,2019,1
Adrian Jean,12/4/2019,3,0,9,2019,2
Alex Francis,12/4/2019,3,0,9,2019,2
American Werewolf Academy,12/4/2019,3,0,9,2019,2
Amy Wilcox,12/4/2019,3,0,9,2019,2
Angelica Garcia,12/4/2019,3,0,9,2019,2
Bad Sounds,12/4/2019,3,0,9,2019,2
Balto,12/4/2019,3,0,9,2019,2
Barrie,12/4/2019,3,0,9,2019,2
Bedouine,12/4/2019,3,0,9,2019,2
Big Joanie,12/4/2019,3,0,9,2019,2
Billy King & The Bad Bad Bad,12/4/2019,3,0,9,2019,2
Billy Strings,12/4/2019,3,0,9,2019,2
BLACK MIDI,12/4/2019,3,0,9,2019,2
Little Simz,12/4/2019,3,0,3,2019,2
Little Simz; Cleo Sol,12/4/2019,3,0,3,2019,2
Nilufer Yanya,12/4/2019,3,0,3,2019,2
The Cinematic Orchestra,12/4/2019,3,0,3,2019,2
Adam Melchor,12/4/2019,2,0,6,2019,3
Akil Ammar,12/4/2019,2,0,6,2019,3
Andy,12/4/2019,2,0,6,2019,3
Angel Du$t,12/4/2019,2,0,6,2019,3
Artux Surfin Boi/AKIN/VISUDY,12/4/2019,2,0,6,2019,3
Bizkit with Butta On the Keytar,12/4/2019,2,0,6,2019,3
Bizou,12/4/2019,2,0,6,2019,3
Blessed,12/4/2019,2,0,6,2019,3
Blinky Bill,12/4/2019,2,0,6,2019,3
Branjae,12/4/2019,2,0,6,2019,3
Brian Temba,12/4/2019,2,0,6,2019,3
Close Talker,12/4/2019,2,0,6,2019,3
Condor Gruppe,12/4/2019,2,0,6,2019,3
Just Friends,12/4/2019,2,0,6,2019,3
Lisa Ekdahl,12/4/2019,2,0,6,2019,3
Mercury Rev,12/4/2019,2,0,6,2019,3
Nouvelle Vague,12/4/2019,2,0,6,2019,3
Prizm Prime,12/4/2019,2,0,2,2019,3
Rina Mushonga,12/4/2019,2,0,2,2019,3
The Black Skirts,12/4/2019,2,0,6,2019,3
Vangelis,12/4/2019,2,0,6,2019,3
Karen O & Danger Mouse,13/4/2019,4,0,4,2019,1
Vivii,13/4/2019,4,0,4,2019,1
Adrian Jean,13/4/2019,3,0,3,2019,2
Alex Francis,13/4/2019,3,0,3,2019,2
American Werewolf Academy,13/4/2019,3,0,3,2019,2
Amy Wilcox,13/4/2019,3,0,3,2019,2
Angelica Garcia,13/4/2019,3,0,3,2019,2
Bad Sounds,13/4/2019,3,0,3,2019,2
Balto,13/4/2019,3,0,3,2019,2
Barrie,13/4/2019,3,0,3,2019,2
Bedouine,13/4/2019,3,0,3,2019,2
Big Joanie,13/4/2019,3,0,3,2019,2
Billy King & The Bad Bad Bad,13/4/2019,3,0,3,2019,2
Billy Strings,13/4/2019,3,0,3,2019,2
BLACK MIDI,13/4/2019,3,0,3,2019,2
Little Simz; Cleo Sol,13/4/2019,3,0,3,2019,2
Nilufer Yanya,13/4/2019,3,0,3,2019,2
The Cinematic Orchestra,13/4/2019,3,0,3,2019,2
Adam Melchor,13/4/2019,2,0,2,2019,3
Akil Ammar,13/4/2019,2,0,2,2019,3
Andy,13/4/2019,2,0,2,2019,3
Angel Du$t,13/4/2019,2,0,2,2019,3
Artux Surfin Boi/AKIN/VISUDY,13/4/2019,2,0,2,2019,3
Bizkit with Butta On the Keytar,13/4/2019,2,0,2,2019,3
Bizou,13/4/2019,2,0,2,2019,3
Blessed,13/4/2019,2,0,2,2019,3
Blinky Bill,13/4/2019,2,0,2,2019,3
Branjae,13/4/2019,2,0,2,2019,3
Brian Temba,13/4/2019,2,0,2,2019,3
Briston Maroney,13/4/2019,2,0,6,2019,3
Casii Stephan and the Midnight Sun,13/4/2019,2,0,6,2019,3
Ceramic Animal,13/4/2019,2,0,6,2019,3
Chiu Pi,13/4/2019,2,0,6,2019,3
Cigarette,13/4/2019,2,0,6,2019,3
Cimafunk,13/4/2019,2,0,6,2019,3
Claire George,13/4/2019,2,0,6,2019,3
Close Talker,13/4/2019,2,0,2,2019,3
Combo Chimbita,13/4/2019,2,0,6,2019,3
Condor Gruppe,13/4/2019,2,0,2,2019,3
Curse Of Lono,13/4/2019,2,0,6,2019,3
Daniel Francis Doyle and the Dreams,13/4/2019,2,0,6,2019,3
Devmo,13/4/2019,2,0,6,2019,3
Devon Church,13/4/2019,2,0,6,2019,3
DJ General Mealz,13/4/2019,2,0,6,2019,3
DJ QuestionMark,13/4/2019,2,0,6,2019,3
Doomsquad,13/4/2019,2,0,6,2019,3
Dopey's Robe,13/4/2019,2,0,6,2019,3
Just Friends,13/4/2019,2,0,2,2019,3
Lisa Ekdahl,13/4/2019,2,0,2,2019,3
Little Simz,13/4/2019,2,0,2,2019,3
BLACK MIDI,14/4/2019,5,1,37,2019,1
Adrian Jean,14/4/2019,4,0,10,2019,2
Alex Francis,14/4/2019,4,0,10,2019,2
American Werewolf Academy,14/4/2019,4,0,10,2019,2
Angelica Garcia,14/4/2019,4,1,30,2019,2
Bad Sounds,14/4/2019,4,0,10,2019,2
Balto,14/4/2019,4,0,10,2019,2
Bedouine,14/4/2019,4,0,10,2019,2
Curse Of Lono,14/4/2019,4,0,10,2019,2
Amy Wilcox,14/4/2019,3,0,3,2019,3
Andy,14/4/2019,3,0,7,2019,3
Artux Surfin Boi/AKIN/VISUDY,14/4/2019,3,0,7,2019,3
Barrie,14/4/2019,3,0,3,2019,3
Big Joanie,14/4/2019,3,0,3,2019,3
Billy King & The Bad Bad Bad,14/4/2019,3,0,3,2019,3
Billy Strings,14/4/2019,3,0,3,2019,3
Blinky Bill,14/4/2019,3,0,7,2019,3
Branjae,14/4/2019,3,0,7,2019,3
Brian Temba,14/4/2019,3,0,7,2019,3
Cigarette,14/4/2019,3,0,7,2019,3
Claire George,14/4/2019,3,0,7,2019,3
Daniel Francis Doyle and the Dreams,14/4/2019,3,0,7,2019,3
Devon Church,14/4/2019,3,0,7,2019,3
DJ General Mealz,14/4/2019,3,0,7,2019,3
DJ QuestionMark,14/4/2019,3,0,7,2019,3
Doomsquad,14/4/2019,3,0,7,2019,3
Dopey's Robe,14/4/2019,3,0,7,2019,3
Dos Santos,14/4/2019,3,0,7,2019,3
Drama,14/4/2019,3,0,7,2019,3
Dreamer Boy,14/4/2019,3,0,7,2019,3
The Cinematic Orchestra,14/4/2019,3,0,3,2019,3
Vivii,14/4/2019,3,0,3,2019,3
BLACK MIDI,15/4/2019,6,0,18,2019,1
Angelica Garcia,15/4/2019,5,0,11,2019,2
Curse Of Lono,15/4/2019,5,0,11,2019,2
Alex Francis,15/4/2019,4,0,8,2019,3
Bad Sounds,15/4/2019,4,0,8,2019,3
Balto,15/4/2019,4,0,8,2019,3
Bedouine,15/4/2019,4,0,8,2019,3
Blinky Bill,15/4/2019,4,0,8,2019,3
Devon Church,15/4/2019,4,0,8,2019,3
Doomsquad,15/4/2019,4,0,8,2019,3
Dos Santos,15/4/2019,4,0,8,2019,3
Curse Of Lono,16/4/2019,6,0,18,2019,1
BLACK MIDI,16/4/2019,5,0,11,2019,2
dua saleh,16/4/2019,5,1,31,2019,2
Angelica Garcia,16/4/2019,4,0,8,2019,3
Blinky Bill,16/4/2019,4,0,8,2019,3
Claire George,16/4/2019,4,0,8,2019,3
Devon Church,16/4/2019,4,0,8,2019,3
Doomsquad,16/4/2019,4,0,8,2019,3
Dos Santos,16/4/2019,4,0,8,2019,3
Curse Of Lono,17/4/2019,6,0,6,2019,1
dua saleh,17/4/2019,5,0,5,2019,2
BLACK MIDI,17/4/2019,4,0,8,2019,3
Devon Church,17/4/2019,4,0,8,2019,3
Doomsquad,17/4/2019,4,0,8,2019,3
Dos Santos,17/4/2019,4,0,8,2019,3
Curse Of Lono,18/4/2019,5,0,5,2019,1
dua saleh,18/4/2019,5,0,5,2019,1
BLACK MIDI,18/4/2019,4,0,4,2019,2
Blinky Bill,18/4/2019,3,0,7,2019,3
Claire George,18/4/2019,3,0,7,2019,3
Devon Church,18/4/2019,3,0,7,2019,3
Doomsquad,18/4/2019,3,0,7,2019,3
Dos Santos,18/4/2019,3,0,3,2019,3
El Gallo,18/4/2019,3,0,7,2019,3
Elisapie,18/4/2019,3,0,7,2019,3
Emily C. Browning,18/4/2019,3,0,7,2019,3
Emily Fairlight,18/4/2019,3,0,7,2019,3
dua saleh,19/4/2019,9,0,21,2019,1
Curse Of Lono,19/4/2019,8,0,14,2019,2
BLACK MIDI,19/4/2019,7,0,11,2019,3
Emily Fairlight,19/4/2019,7,1,31,2019,3
dua saleh,20/4/2019,10,0,22,2019,1
BLACK MIDI,20/4/2019,9,0,15,2019,2
Angelica Garcia,20/4/2019,8,0,12,2019,3
Curse Of Lono,20/4/2019,8,0,12,2019,3
Emily Fairlight,20/4/2019,8,0,12,2019,3
Claire George,20/4/2019,0,1,20,2019,0
dua saleh,21/4/2019,10,0,10,2019,1
Emily Fairlight,21/4/2019,8,0,8,2019,2
Angelica Garcia,21/4/2019,7,0,7,2019,3
BLACK MIDI,21/4/2019,7,0,7,2019,3
dua saleh,22/4/2019,8,0,8,2019,1
Emily Fairlight,22/4/2019,8,0,8,2019,1
Angelica Garcia,22/4/2019,6,0,6,2019,2
BLACK MIDI,22/4/2019,6,0,6,2019,2
Nirvana,22/4/2019,6,0,12,2019,2
Curse Of Lono,22/4/2019,5,0,5,2019,3
Ferris & Sylvester,22/4/2019,5,0,9,2019,3
Golden Vessel,22/4/2019,5,0,9,2019,3
Angelica Garcia,23/4/2019,6,0,6,2019,1
BLACK MIDI,23/4/2019,6,0,6,2019,1
Nirvana,23/4/2019,6,0,6,2019,1
dua saleh,23/4/2019,5,0,5,2019,2
Emily Fairlight,23/4/2019,5,0,5,2019,2
Curse Of Lono,23/4/2019,4,0,4,2019,3
Ferris & Sylvester,23/4/2019,4,0,4,2019,3
Golden Vessel,23/4/2019,4,0,4,2019,3
Island,23/4/2019,4,0,8,2019,3
Angelica Garcia,24/4/2019,6,0,6,2019,1
BLACK MIDI,24/4/2019,6,0,6,2019,1
Emily Fairlight,24/4/2019,6,0,6,2019,1
Nirvana,24/4/2019,6,0,6,2019,1
dua saleh,24/4/2019,5,0,5,2019,2
Golden Vessel,24/4/2019,5,0,5,2019,2
Island,24/4/2019,5,0,11,2019,2
Leyla McCalla,24/4/2019,5,0,11,2019,2
Artux Surfin Boi/AKIN/VISUDY,24/4/2019,4,1,28,2019,3
Curse Of Lono,24/4/2019,4,0,8,2019,3
Ferris & Sylvester,24/4/2019,4,0,4,2019,3
Emily Fairlight,25/4/2019,7,0,19,2019,1
Leyla McCalla,25/4/2019,7,0,7,2019,1
Angelica Garcia,25/4/2019,6,0,6,2019,2
BLACK MIDI,25/4/2019,6,0,6,2019,2
dua saleh,25/4/2019,6,0,12,2019,2
Nirvana,25/4/2019,6,0,6,2019,2
Artux Surfin Boi/AKIN/VISUDY,25/4/2019,5,0,9,2019,3
Golden Vessel,25/4/2019,5,0,5,2019,3
Odette,25/4/2019,0,1,20,2019,0
Mojo Juju,25/4/2019,0,1,20,2019,0
Mascarimirì,25/4/2019,0,1,20,2019,0
Leyla McCalla,26/4/2019,8,0,20,2019,1
Nirvana,26/4/2019,6,0,6,2019,2
Emily Fairlight,26/4/2019,5,0,5,2019,3
Golden Vessel,26/4/2019,5,0,5,2019,3
Mexico City Blondes,26/4/2019,5,0,9,2019,3
Mojo Juju,26/4/2019,5,0,9,2019,3
Odette,26/4/2019,5,0,9,2019,3
Leyla McCalla,27/4/2019,9,0,21,2019,1
Mexico City Blondes,27/4/2019,6,0,12,2019,2
Mojo Juju,27/4/2019,6,0,12,2019,2
Nirvana,27/4/2019,6,0,6,2019,2
Odette,27/4/2019,6,0,12,2019,2
Emily Fairlight,27/4/2019,5,0,9,2019,3
Leyla McCalla,28/4/2019,9,0,9,2019,1
Mexico City Blondes,28/4/2019,6,0,6,2019,2
Mojo Juju,28/4/2019,6,0,6,2019,2
Nirvana,28/4/2019,6,0,6,2019,2
Odette,28/4/2019,6,0,6,2019,2
Artux Surfin Boi/AKIN/VISUDY,28/4/2019,5,0,5,2019,3
Emily Fairlight,28/4/2019,5,0,5,2019,3
Leyla McCalla,29/4/2019,9,0,9,2019,1
Mexico City Blondes,29/4/2019,6,0,6,2019,2
Mojo Juju,29/4/2019,6,0,6,2019,2
Odette,29/4/2019,6,0,6,2019,2
Artux Surfin Boi/AKIN/VISUDY,29/4/2019,5,0,5,2019,3
Emily Fairlight,29/4/2019,5,0,5,2019,3
Leyla McCalla,30/4/2019,8,0,8,2019,1
Mexico City Blondes,30/4/2019,6,0,6,2019,2
Mojo Juju,30/4/2019,6,0,6,2019,2
Odette,30/4/2019,6,0,6,2019,2
Artux Surfin Boi/AKIN/VISUDY,30/4/2019,5,0,5,2019,3
Emily Fairlight,30/4/2019,5,0,5,2019,3
Odette,1/5/2019,6,0,6,2019,1
Mexico City Blondes,1/5/2019,5,0,5,2019,2
Mojo Juju,1/5/2019,5,0,5,2019,2
Artux Surfin Boi/AKIN/VISUDY,1/5/2019,4,0,4,2019,3
Emily Fairlight,1/5/2019,4,0,4,2019,3
Leyla McCalla,1/5/2019,4,0,4,2019,3
Molly Burch,1/5/2019,4,0,8,2019,3
Mr.Kitty,1/5/2019,4,0,8,2019,3
Otis Wilkins,1/5/2019,4,0,8,2019,3
Odette,2/5/2019,4,0,4,2019,1
Otis Wilkins,2/5/2019,4,0,4,2019,1
Artux Surfin Boi/AKIN/VISUDY,2/5/2019,3,0,3,2019,2
Bedouine,2/5/2019,3,0,3,2019,2
Claire George,2/5/2019,3,0,3,2019,2
Emily Fairlight,2/5/2019,3,0,3,2019,2
Ori,2/5/2019,3,0,9,2019,2
Postdata,2/5/2019,3,0,9,2019,2
Say Sue Me,2/5/2019,3,0,9,2019,2
Sneaks,2/5/2019,3,1,29,2019,2
Angelica Garcia,2/5/2019,2,0,2,2019,3
BLACK MIDI,2/5/2019,2,0,2,2019,3
Blinky Bill,2/5/2019,2,0,2,2019,3
Branjae,2/5/2019,2,0,2,2019,3
Curse Of Lono,2/5/2019,2,0,2,2019,3
Daniel Francis Doyle and the Dreams,2/5/2019,2,0,6,2019,3
Devon Church,2/5/2019,2,0,6,2019,3
Doomsquad,2/5/2019,2,0,6,2019,3
Dos Santos,2/5/2019,2,0,6,2019,3
dua saleh,2/5/2019,2,0,6,2019,3
Golden Vessel,2/5/2019,2,0,6,2019,3
Island,2/5/2019,2,0,6,2019,3
Jackie Cohen,2/5/2019,2,0,6,2019,3
Jonathan Bree,2/5/2019,2,0,6,2019,3
Leyla McCalla,2/5/2019,2,0,2,2019,3
Mexico City Blondes,2/5/2019,2,0,2,2019,3
Mojo Juju,2/5/2019,2,0,2,2019,3
Odonis Odonis,2/5/2019,2,0,6,2019,3
Pecas,2/5/2019,2,0,6,2019,3
Peter Harper,2/5/2019,2,0,6,2019,3
PHI,2/5/2019,2,0,6,2019,3
Plastic Picnic,2/5/2019,2,0,6,2019,3
Poranguí,2/5/2019,2,0,6,2019,3
Potty Mouth,2/5/2019,2,0,6,2019,3
PowerSolo,2/5/2019,2,0,6,2019,3
Profligate,2/5/2019,2,0,6,2019,3
Pscience,2/5/2019,2,0,6,2019,3
Quiet Company,2/5/2019,2,0,6,2019,3
Quivers,2/5/2019,2,0,6,2019,3
Rainstorm Brother,2/5/2019,2,0,6,2019,3
Ray Boudreaux,2/5/2019,2,0,6,2019,3
Red Wanting Blue,2/5/2019,2,0,6,2019,3
RF Shannon,2/5/2019,2,0,6,2019,3
Rizha,2/5/2019,2,0,6,2019,3
Rizzoo Rizzoo,2/5/2019,2,0,6,2019,3
Robot Koch x Delhia De France,2/5/2019,2,0,6,2019,3
Rod Melancon,2/5/2019,2,0,6,2019,3
Rolo Mx,2/5/2019,2,0,6,2019,3
RRUCCULLA,2/5/2019,2,0,6,2019,3
Saint PHNX,2/5/2019,2,0,6,2019,3
Say Sue Me,3/5/2019,4,0,16,2019,1
Sneaks,3/5/2019,4,0,16,2019,1
Saint PHNX,3/5/2019,3,0,9,2019,2
Schaffer the Darklord,3/5/2019,3,0,9,2019,2
Sean Ardoin,3/5/2019,3,0,9,2019,2
Sego,3/5/2019,3,0,9,2019,2
Seyi Shay,3/5/2019,3,0,9,2019,2
Shirt Off Fe,3/5/2019,3,0,9,2019,2
Shubzilla x Bill Beats,3/5/2019,3,0,9,2019,2
Skatenigs,3/5/2019,3,0,9,2019,2
Sofie Winterson,3/5/2019,3,0,9,2019,2
Soriah,3/5/2019,3,0,9,2019,2
Sphynx,3/5/2019,3,0,9,2019,2
SPIRITUAL & The Oufah Band,3/5/2019,3,0,9,2019,2
Squid,3/5/2019,3,0,9,2019,2
Artux Surfin Boi/AKIN/VISUDY,3/5/2019,2,0,2,2019,3
Bedouine,3/5/2019,2,0,2,2019,3
Blinky Bill,3/5/2019,2,0,2,2019,3
Branjae,3/5/2019,2,0,2,2019,3
Claire George,3/5/2019,2,0,2,2019,3
Curse Of Lono,3/5/2019,2,0,2,2019,3
Devon Church,3/5/2019,2,0,2,2019,3
Dos Santos,3/5/2019,2,0,2,2019,3
Postdata,3/5/2019,2,0,2,2019,3
Potty Mouth,3/5/2019,2,0,2,2019,3
PowerSolo,3/5/2019,2,0,2,2019,3
Profligate,3/5/2019,2,0,2,2019,3
Pscience,3/5/2019,2,0,2,2019,3
Quiet Company,3/5/2019,2,0,2,2019,3
Quivers,3/5/2019,2,0,2,2019,3
Rainstorm Brother,3/5/2019,2,0,2,2019,3
Ray Boudreaux,3/5/2019,2,0,2,2019,3
Red Wanting Blue,3/5/2019,2,0,2,2019,3
RF Shannon,3/5/2019,2,0,2,2019,3
Rizha,3/5/2019,2,0,2,2019,3
Rizzoo Rizzoo,3/5/2019,2,0,2,2019,3
Robot Koch x Delhia De France,3/5/2019,2,0,2,2019,3
Rod Melancon,3/5/2019,2,0,2,2019,3
Rolo Mx,3/5/2019,2,0,2,2019,3
RRUCCULLA,3/5/2019,2,0,2,2019,3
Sharon Bourbonnais,3/5/2019,2,0,6,2019,3
Sofia Portanet,3/5/2019,2,0,6,2019,3
Ssali Moses Bebe Cool,3/5/2019,2,0,6,2019,3
Steady Holiday,3/5/2019,2,0,6,2019,3
SteeLYONe,3/5/2019,2,0,6,2019,3
Stefan Wesolowski,3/5/2019,2,0,6,2019,3
Super Doppler,3/5/2019,2,0,6,2019,3
TARANTIST,3/5/2019,2,0,6,2019,3
Sneaks,4/5/2019,5,0,17,2019,1
Say Sue Me,4/5/2019,4,0,10,2019,2
Soriah,4/5/2019,4,0,10,2019,2
Lex Empress,4/5/2019,3,0,7,2019,3
Saint PHNX,4/5/2019,3,0,7,2019,3
Schaffer the Darklord,4/5/2019,3,0,3,2019,3
Sean Ardoin,4/5/2019,3,0,3,2019,3
Sego,4/5/2019,3,0,3,2019,3
Seyi Shay,4/5/2019,3,0,3,2019,3
Shirt Off Fe,4/5/2019,3,0,3,2019,3
Shubzilla x Bill Beats,4/5/2019,3,0,3,2019,3
Skatenigs,4/5/2019,3,0,3,2019,3
Sofie Winterson,4/5/2019,3,0,3,2019,3
Sphynx,4/5/2019,3,0,3,2019,3
SPIRITUAL & The Oufah Band,4/5/2019,3,0,3,2019,3
Squid,4/5/2019,3,0,3,2019,3
TARANTIST,4/5/2019,3,0,7,2019,3
The Curls,4/5/2019,3,0,7,2019,3
Sneaks,5/5/2019,5,0,5,2019,1
Say Sue Me,5/5/2019,4,0,4,2019,2
Soriah,5/5/2019,4,0,4,2019,2
Lex Empress,5/5/2019,3,0,3,2019,3
Saint PHNX,5/5/2019,3,0,3,2019,3
Schaffer the Darklord,5/5/2019,3,0,3,2019,3
Sean Ardoin,5/5/2019,3,0,3,2019,3
Sego,5/5/2019,3,0,3,2019,3
Seyi Shay,5/5/2019,3,0,3,2019,3
Shirt Off Fe,5/5/2019,3,0,3,2019,3
Shubzilla x Bill Beats,5/5/2019,3,0,3,2019,3
Skatenigs,5/5/2019,3,0,3,2019,3
Sofie Winterson,5/5/2019,3,0,3,2019,3
Sphynx,5/5/2019,3,0,3,2019,3
SPIRITUAL & The Oufah Band,5/5/2019,3,0,3,2019,3
Squid,5/5/2019,3,0,3,2019,3
TARANTIST,5/5/2019,3,0,7,2019,3
The Curls,5/5/2019,3,0,3,2019,3
Trouble in the Streets,5/5/2019,0,1,20,2019,0
Sneaks,6/5/2019,5,0,17,2019,1
Soriah,6/5/2019,4,0,10,2019,2
Lex Empress,6/5/2019,3,0,3,2019,3
Sean Ardoin,6/5/2019,3,0,3,2019,3
Sego,6/5/2019,3,0,3,2019,3
Seyi Shay,6/5/2019,3,0,3,2019,3
Shirt Off Fe,6/5/2019,3,0,3,2019,3
Shubzilla x Bill Beats,6/5/2019,3,0,3,2019,3
Skatenigs,6/5/2019,3,0,3,2019,3
Sofie Winterson,6/5/2019,3,0,3,2019,3
Sphynx,6/5/2019,3,0,3,2019,3
SPIRITUAL & The Oufah Band,6/5/2019,3,0,3,2019,3
Squid,6/5/2019,3,0,3,2019,3
TARANTIST,6/5/2019,3,0,7,2019,3
The Curls,6/5/2019,3,0,3,2019,3
Wake Island,6/5/2019,0,1,20,2019,0
Sneaks,7/5/2019,4,0,16,2019,1
Soriah,7/5/2019,4,0,16,2019,1
Lex Empress,7/5/2019,3,0,3,2019,2
Sphynx,7/5/2019,3,0,3,2019,2
SPIRITUAL & The Oufah Band,7/5/2019,3,0,3,2019,2
Squid,7/5/2019,3,0,3,2019,2
TARANTIST,7/5/2019,3,0,9,2019,2
The Curls,7/5/2019,3,0,3,2019,2
Sego,7/5/2019,2,0,2,2019,3
Seyi Shay,7/5/2019,2,0,2,2019,3
Shirt Off Fe,7/5/2019,2,0,2,2019,3
Shubzilla x Bill Beats,7/5/2019,2,0,2,2019,3
Skatenigs,7/5/2019,2,0,2,2019,3
Sofie Winterson,7/5/2019,2,0,2,2019,3
Ssali Moses Bebe Cool,7/5/2019,2,0,2,2019,3
Steady Holiday,7/5/2019,2,0,2,2019,3
SteeLYONe,7/5/2019,2,0,2,2019,3
Stefan Wesolowski,7/5/2019,2,0,2,2019,3
Super Doppler,7/5/2019,2,0,2,2019,3
Sweet Spirit,7/5/2019,2,0,6,2019,3
Talos,7/5/2019,2,0,6,2019,3
Tarik Hassan,7/5/2019,2,0,6,2019,3
Termination Dust,7/5/2019,2,0,6,2019,3
Tetractys,7/5/2019,2,0,6,2019,3
The Blank Tapes,7/5/2019,2,0,6,2019,3
The Chills,7/5/2019,2,0,6,2019,3
The Colors,7/5/2019,2,0,6,2019,3
The Comet Is Coming,7/5/2019,2,0,6,2019,3
The Fur.,7/5/2019,2,0,6,2019,3
The Hermits,7/5/2019,2,0,6,2019,3
The Kernal,7/5/2019,2,0,6,2019,3
The Klitz,7/5/2019,2,0,6,2019,3
The Lagoons,7/5/2019,2,0,6,2019,3
The Mammoths,7/5/2019,2,0,6,2019,3
The Nude Party,7/5/2019,2,0,6,2019,3
The Other End,7/5/2019,2,0,6,2019,3
The Palmer Squares,7/5/2019,2,0,6,2019,3
The Perfect Me,7/5/2019,2,0,6,2019,3
The Philharmonik,7/5/2019,2,0,6,2019,3
Thee Idylls,7/5/2019,2,0,6,2019,3
Theodore,7/5/2019,2,0,6,2019,3
Tia Gostelow,7/5/2019,2,0,6,2019,3
TofLang,7/5/2019,2,0,6,2019,3
Tommy McLain,7/5/2019,2,0,6,2019,3
Tony Bray,7/5/2019,2,0,6,2019,3
Tow'rs,7/5/2019,2,0,6,2019,3
